City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Sinop,TR,41.7711,34.8709,44.22,88,6,4.81,clear sky
702,Noumea,NC,-22.2763,166.4572,82.38,78,83,15.79,broken clouds
703,Sovetskiy,RU,61.3614,63.5842,17.67,95,71,7.23,broken clouds
704,Nachingwea,TZ,-10.3833,38.7667,68.59,91,48,3.38,scattered clouds
705,Asau,RO,46.4333,26.4,34.72,81,8,3.74,clear sky
706,Andenes,NO,69.3143,16.1194,35.92,93,100,4.61,light snow
707,Maldonado,UY,-34.6667,-54.9167,63.79,94,48,8.28,scattered clouds
708,Otradnoye,RU,59.7775,30.8181,53.65,92,100,11.34,overcast clouds
709,Cariacica,BR,-20.2639,-40.42,75.38,87,100,3.47,moderate rain
710,Dryden,CA,49.7833,-92.7503,17.89,86,100,12.66,overcast clouds
711,Smithers,CA,54.7804,-127.1743,21.52,100,75,0.0,broken clouds
712,Bodden Town,KY,19.2833,-81.25,81.0,75,0,8.68,clear sky
